,id_perfil,id_usuario
0,1a0c4d9c93034671bf956abfbd5e171d,41f56758910f4416b20a08a71c4f7a10
1,e6fe122ddd0a4307b5288a31d322295b,6851bf75e5a140cfb5eed61e4009fae3
2,967d9148aec14f628045d8cdbe9ec743,26c0b89170fa4fde92ac2027e9af9de7
3,3979a3fdefdf4f5da147d14811248d54,cbab84cd16ba4c61aa475082ee85229a
4,0640fd72f79e424fb81f9fc22f221c23,e65a80ddb4f64c5fa30e6851830cd8a1
5,61928348255043579b3c4a2609af893f,11a96b6b30b94cf7ac2576a5bef84a88
6,69b606e4ccf745a8a2bfed0421dac837,c216d9d11ba640fda3fcdae96a506531
7,e7c9b4d34f5e445c802e69d38dd7a0db,98fd8e5ed74b4c4a80521c26fbea0fe0
8,02f5aebc8585410b8e116a125b4e3bf2,3ba47bbc3a5f4d9e8552eea3650fdeec
9,5a3d95700fcd4c5e8029cf88180d6c92,2337a6dbd524498f95f34f8364b38375
10,f2fbdfa0956143feacbc5e3b12111dbd,d0ef21da0a764050b46e5a611211de97
11,c5d3ecb78a5743feb1c35aeab2e74dab,962b84e716d34566b41e3ca6d6255409
12,31e30abd30be43c2acd463cff3793d59,841ec4ff027b424d902c3d20a39e5503
13,7d8ad484aa254036b7a9a1593b4da444,1f28de352cff434b98a2ab3f75bda77a
14,68ddd66be0554fc5904c5929b44f899d,d66229c086bd4334a2995e86b6a2d028
15,0b59d9da3cca43fc81a2ab109a30a489,292f1d8523a84913bf92cb74023bf37e
16,68e1fbc471084efc89b90b8f577e7e6b,28afecc733384ce29157ccfe561f95f6
17,d2e9a1d0112549148e5a28a6a7cf4703,ef67be447eb1436aa4ea69d1fa5c2ada
18,1b6113a740b440848de64757ad44ed08,d4406c8cce2146cb9aef3baf0d2db7ab
19,8f758eb1c5fd4668b2fbc4a5074d3dba,8a522e8335914e478add577a21681e0a
20,868549a53161447fb9372a55c0a8ca06,3a86235d11794cb3b3fa1a2940c497bf
21,ebc65663b95343d3aaf89698f37e5b42,02bf5dd294f242aa95688529d3e00cb4
22,e46fc863bb844201839b97d34a662d63,8c4d99dc3099464a83aed7399bcc4824
23,836ece2d6de44a03bb7a04fb2fdfdd8a,afc584947aec4b38b3db14e6b370fdc8
24,fa5fa51686b74530b1be684ed0627c5a,5d8ef1b6a8d7490ab28d1e3d6c014398
25,599ee129ad25473cad469d21fb6ca624,9ce5b24c65e1449db3c90001013ee41b
26,cd8aa8b7a95247599766eb4d44cff4c1,abcc02c17dfa46a38a52370de936cbc1
27,a0471000dc8a4b1ca570995ec709349a,74e487db56854cbaa8ad55156e82f0df
28,294d7edf733e4611b183aaaae1833a43,fa934a325a2f4b37b61c2424b7291266
29,f57fc9a55aaf4a0ca5ba34f50f604ce7,03da05fb9414407abb9f7648584f6306
30,53c17f09a65a413f9a30e0d1d5eef065,0db81cd60ea74b34ad322c5c5d5d45d8
31,0edff4ef14c040e7b86c8fcd5e4fe5cb,8ddccf859acc45f08b4e203668fcca3c
32,5aaf245e99404e0fa1df63e3141d17df,0c76fb80ef8e4cb391cd5b9b6134c90b
33,be106eb7768d44b59f477a45a35deba3,00e425c081174c1bbdb6932a219387e7
34,3bc6a88cacb8430fa248b2a56a143112,d320ad1e338c473296e83a6b9abf5e91
35,607ecbd6568d4f7092defe72dfa27dcc,884cd91e075e4a689187138d2e17c516
36,c1b5685b16974e8aa95375ede13129e9,b52a158e3f6b413090c06791e674bb44
37,bf3a87aef8be422481af394462d9efd6,e7f17f0bfb9a4886a20cd9ec85b228e0
38,64555cd0e8754492b4ae46aa98144fed,a7a05a7f0458463b93a1515a57f34f92
39,6ac1d5c396fb4d83924b916d0bebc074,9734f352dc7e4f6b982ab50caa0d5af4
40,184a8ff195f244e282225ba575787eac,725663d771a14b0aa3a7779a35382575
41,62e63f039bb549b68d6516450f471ede,4a5c958bbb2e402abea0ca2a2d9fb4cf
42,cf260194961f435cb7899dad3a433fb6,db66f62a962c4c16a94fbc9a12b8b3b6
43,6b202a0fc3214a2ca67d6268d99af27f,cf91925fb8624880ba99cca8203efea4
44,349175619d6140719bda2456338ea6e2,83a4c1483c064a3aaf111b9ed63dfa1c
45,9a8af07adebb42fbb03891bc1b80797c,8be07dbb6a05490fac9a0970ebe6de0d
46,ee65008cd4ca4174b11263c4f144dbe6,d8bbfd3b7ced46cca0bf24351847b18f
47,bf73a4776eaa48e080da9234686a0890,c68c83de46304bf78bf135cac0edf03d
48,e5ff1eba3d0d4e949af7b08f378ac2d8,7d4fb0aa2f894f0b84ee75ebf2aa0ca7
49,462d3cc9e80a4231b2fdf65ad27812fb,c777cb2b8908410fa6308041774430e6
50,9a65763aff644a23836afcdb51333e23,b1ab376519094ee8bb1eb98ab9c23ac7
51,9d3a00d1850c44f696442b5a75b61999,819ac4c5d74e4cd8b6af8eceef309e23
52,0305f8d5387a4c37a8f00323cf67bcbd,3110a92131bc44e1a0a64611fd65f148
53,722e92bd806144668bf6577ae6485c70,b1c36f84aec74cc49b82a3bb2fb9f557
54,a3a4e7fd92c045f7ba3542c18a01afe2,5042648afbc64e59b01e843951f519c7
55,d320f7c2c089487c986f24cb7250c756,8de67bd503864675ab3442a24705b1d1
56,ec37d805ab30497cadeec84c3feff3a5,5b9e351f66d54329b10b760b02a6bc54
57,d008e67d469e450e978c9b796c9e1fd0,f8eda91cbb7641bf878bc975f2adca73
58,6c6cb6b0c059454aa729d76ffac7ac3a,ab87874f57d54d65aab07fcb207cad05
59,92142590614c4d258cc0bcba5235e618,0d19d3cf0a114f589854740eee70f9f2
60,1627715a6ad1472d982a13255afe0443,2d73582ee15643e58de5899b3c40b02e
61,5995460ec6b84e48963e1afa28feeea9,b9fa5d0b3fa64dd5ba16dfd7e2a01f12
62,5b8cf2d29aff41dd9f2e75b8c123afb9,a76a41b49f534749b50ada3cc27b03b2
63,cf08bae5a3744a2d88640ee23919d846,f20bf194009446368796d65e2f7f6cd7
64,182d4f2e10a247c9ab675e4ec3bba534,1b2f62693b1249fe94587dfc2514d867
65,fb958a5cc24a43f2a426182fab420632,806d6d493c8b4adb9a9a7ca7406c9fb4
66,12871583b6364664bdc4e5b41613f459,849bf6d95ee74aa9a6b63d6c1d2d1098
67,f70a58e405f640f289fe6759f254b341,ac5b91f084964daca7ea29c5d0a78bb6
68,1f0960dbf1bc4319ba546e655b54bdb2,1be6e174b8d04f1f93637413b88b5dc5
69,97debe8fe01d4f8cb56ed9fc9a7ab84d,7b3e6d75bf354716b8d97f8c1a64f1a6
70,3bbd2fb315df4faebec86ff8f9000019,60da5419d98447409c845c2a3f5eb118
71,4a9ad0d3a7804d4fb4d1ced3a7e66140,eaa7682ca04544f580c34765e129efd6
72,f544fb57872a4bb68860da2f7175944f,83a9763deb4549df9c3041af4fd6c222
73,a7cb9ffe31314ff2aeb10bffc90a0d06,f0d86877d72e4e6893c3e554f449b7fd
74,e769c1a18f734945b5bc7457cfd39f2a,383b1b22507f40dcb2becd907a53ff32
75,89dc5a20914147f3a6ddd8c92f00c7dd,88a20d295cb54633bd2f2f7d65553ae2
76,3fb1de511ba9409989a3fb11154d38fa,e47ec8087d444612b2a6848e81ff6af9
77,984123ac1e654fcd8d8ca376a4588fd2,38f6ea30773648a48fba7c06862e5604
78,cd52205c55d540fd96ddd8f7f723edf2,b65833f9ccac42cfb43f8bceeec6b667
79,b43e087061a2431a8693218ff796ce80,9fcd65a3485f43e2a91157226b781714
80,b3e2321cbacb4c75a42ea7015dbb176b,a9c867e2c7d3493aabf8bf98409b3298
81,d1c20e5269454744ba8da49000ac5b84,9325f97aef1c46f3874aebe7578a9522
82,88b4cc8655024cd795f5043723753d0f,a47044b2c88948ff94702340bcff0610
83,67e8c62b6c5f4100938d1dac22fb9f4d,b34d4b11b23b49f5a49edb704b1b4d2a
84,be972b2b73244914b96b758d43b215a9,d15dd5c809194f7db5f7a6208cde61b8
85,35728ebcdb214d92a89455f41703e883,668087b3916645daa867eda6c9758c5d
86,02c07ddc5f4142a2b744b0f1c5ea6a72,a7b2a79e46b0484fa294fdfe494d8d23
87,58c8e1b900fa4f2c96439bce03939186,de2d9f499d4c4d41912ec11e2aa7c6c2
88,2fa9ca988346466e809ba28ff527c011,f7e5752e32e4492f925e1d7c33dfc56a
89,965df53d7b6645e68c82febf1abe78f3,f069d9a719394a30b49a8f9707bda559
90,cb22cc934cad4b088779f343d266c1f3,9db81d7b3b4e4ffb96188256d9742dd1
91,ded24b5cd6cd420cb20e8032cf9820e7,d7c708e44da3463fafabe02cc1192dae
92,4f13c7f0be0f4da8b4f4ea4ca8ca7a24,dfdc22e7169745ada697a6ac31c43945
93,9ec3cc481a8a4fd69d727e4d3ed11aae,0d66be5c73f540a19ec707d6e6255ff0
94,de500aee17a14ac7a4da52bd31fddea4,427fb747a33c4444a5d25fc8365393d8
95,fd1902a9c39d4d90a7aa45c6d0dbfdf0,6075a7d10885460b8aa5c05eb88ce5b4
96,64d586dbb10b473d961252d86f7b1f68,76d3ef65aea947ceb3777bcfe19fedb7
97,0588c93839094d9c8de976f25d3128f4,d7b8462b698d42d68a1797830ba04e50
98,790c27c0f1de40aebeffafdf5fbd5f6d,975c9de44f474bc4badaad3315145845
99,6a70bd96dcd44698ba6eb56766da0d06,88fad8ccfc2f4d0fb1fafadf2408d988
100,0f1c1b44c54441c4b101411759aca718,6b49473546064920b8927b8abcd85c03
101,ef0b8173cea244f8b913a3ace000d888,fff21a25ad0647de845fea16346c14eb
