,id_perfil,cod_Rol
0,89ce9775941343939035537a0b1a721b,1eea2bb80704495c8ce4044485c4bfed
1,88aa5c0ca14046cca6833d677b230f33,b6f9841f4d4c4399943aab7570252bfd
2,efb440ee2886489b830250f7a7d5faa3,29002b4f1c8b47b292bf8e9e6e44cd1b
3,5aea14af4f5d48779e242598a4b42770,7bbe602433754f2e923d5cc0a50402df
4,bb46d2eff6d7492fbc84c0b74f46b73d,c801279ca1634b9b9ae0f172b8aa8ef1
5,6918d9159c3840e8b586514906b6cf2c,b13dc3b52940411892772cf284693762
6,6eb2cfa1fd674b3f831001666eab40dd,403f79bdbe394819901727d094545c3d
7,203a6ae23e3d4f1a95378b154d3eacf8,d534ed259b1645fa91685df32bb96f13
8,40a2459299eb47e8ad0eb3a21eb3f6e5,5f4989f5dd804e7c8215f3c9a60cf7fb
9,5d03e7db89e2433ca06afb2d138fbe46,6df4650b86334d5e9c01f33270b9a27b
10,d384e32d538e414bbe7d174494ce9aa3,139fdf9fb3f346ebb87c4af7a4b72d53
11,885e1bf75b9d46d98bdc3df7ecee0ba1,def9ea94dfed4b0d8eca2e02139fc8a7
12,b09963f983b4474dbf206f547ce226a0,760b0b78787b48f6865a80cf6be61690
13,0cc7da4f0ee24e69bc4538b4ffd8269b,45647cbdc0994a7bb7b1291298a5f122
14,0fbf842559c04f86a11680fe79d442d3,a638122c037c4f81a63f2bd9f7838614
15,fa66f1e2cf9c4ff296b6cc404cbb2e3d,63e2611ab9ed49cb87d3ee53eeba2a61
16,213b8d4cead746c8b3a86f7c27aaefe3,3ad46ac8c89f417a9de68195d92dfe81
17,007dc66a4e184b02a5e68dd95d9d8b84,93726f91acb24a94a56ad0bbae8a11ec
18,773d9c935b244798aeea11b297ec74de,efedb3ab578b4a38b6121fafbcc2de63
19,72ce4d6eeccc466c86125e38a7592fed,363ff402d2444fd6acd899612ad4c562
20,c8b775d86a364cc298254a41d342f522,1ffe396bd3634846a2e50e0c52ff1476
21,719cce9cefd246ac87d9ad609636e980,bf4d1dfcd60446c98781f8fd3305f5ad
22,e8ea2e605a34415a8f2cfffd039f783a,14f7d7ece94d4933b2402b916161e640
23,8e9ff5301f4844958a076bcfbc7e50ac,8a8e0f7fe8bd43d7a722195f9501d8c3
24,03f808aef16a407885e2bdfcce6fa816,5735c5fc93ee478f968a547b70b4a272
25,1b699682c82d459b813943bfd109841d,eb5b14ff14524bb8842b572a5616953e
26,fefcb7ecc32e4ecc943160408023ddcc,2d91495595814ec3ad4af06f5294487d
27,87ee018d2e9342a0a9de37a5f68d3530,f1f8d53ac5de42d4a8e97dbb744671e7
28,f20f3f4a93334f7091ba49d6b13a4fce,2d6f9b0c81964d6085e8a766f8460a39
29,3b7cde5fd3a744d18e676c01b5b473f3,a3ac828439f54bcaa8d1bce725d3f6c2
30,f6e5fbdd43df4cb890c041239fe3cff9,23e31f3ec6a14c5fb90c5fba5e604d06
31,5ad2dbc9427d40adaa9f03af00a76d82,9f3789553fd74b7291ab7ba337af5749
32,13795d7dfc684dcbb7baf8fb9859fd1b,5a690d1a8f814260bc5c3b343eb839bd
33,4aec4b03e3314ea986dead7157363e1c,1a17ddff8887468e94054c14314cd61d
34,c865981e8de041ebbbba87bfacb19302,8751ce8e18044068bc884bd5ae8b3cbb
35,91054d8da08d4fd5b493f325311c52e6,a48a9ce6f8a048e19459d749ed1ece72
36,a0189fa39fe74e4faf5ab010f64a2dc2,53b8712ffbc6438994d0f1f5eb8dc463
37,4f618fa7bcfb4bb68ec23d948e54e46e,e1719fbbf12b409b8ee881093424578a
38,ee1db44372284d469d7b83d83e86293a,bc31fce877fe494dab51369c9da07e27
39,30c25d618c464b5e82d1250df4cc0856,537a07c7cbed40a2a48ff443ed0f1858
40,0afdee3e96214c65bab4b339d41155b1,cfe18e7a6cb140bc83aecc4d97c5620b
41,04dc14c973fe4e36baff75d2ee3a1edf,0c1cf195d47b4ba79f056335d01b06f4
42,212fd0eab8c54081b132b75c8c586d71,8dcec2acaa234dcda69b834c851e0b55
43,475e35dafaca47e4bdf3f70cdfd97e7d,63c3b4ab7171477db97a11712f2aea67
44,dd01d4981454449b85d582c3920843de,3bfec97a828b49ad8e7b55116cbe7b00
45,37584159a32c411ba025dd41ff43d82c,4972deca25344e33b733c4b164b7385e
46,56f51c9db77e4dd0a45606c50fcbdc18,8392c8baff0b443cb9af89785cda3050
47,849875240c64412891b43e32ef86fb89,360df530291c4beeab06e4c38e9e7517
48,d287d32d54cb4c4fbbd960350f75a224,bf626959ecab4eed96125fffe870959f
49,500a4d8bcc484248842a8160fe11d96b,da044f68cc604ff282436e653e75bdaf
50,d16a54f9474345a9bcd35fcef5e897e3,3287d2db8b2142ceb9bba953fe0568df
51,628e64064b7845da828b9d8ae394895b,e1cf457c68da4181996657eda858e9ea
52,820fc062e12b49d5b303aaa1b1cb892b,4791d205eb6b4fddb19a7cb359efa81d
53,18b25cf03c904feab10369672b1e5a2f,b9bed3d467314ec9b0d033d322144c6f
54,ed1364291b124a6ebdee7b73be9fb67b,7e08bcf90bd84541a38dd3b424cc9277
55,2d338f5a2d774702afe8e688a054ec82,6d98a8d17f0b4e43a643a47b7ae172b8
56,d49f8c675eeb45549607890260bf03fc,bf770d4c383e4d4c841c6fd4303ec3a2
57,072af5515b2e4879964d91c45d9cc653,5902cb5da15b4162b9af9773d6ed1fa6
58,1d87073da9294cc2a6a324f61d3ab8ae,6f992f80fb70411b978a7824fe233208
59,7e6f73c4559848d3afbef8604f52e1f1,0438e603b67f421a8d132d2411017d19
60,5f7421650450470c9b123f71c71ba7fd,2363006d99694a2d941e5473aec261d4
61,722fdd032c6c48d584d7614e9a43184b,9719109f086a41829622b1a5a71da1c6
62,e29129c5857a47fa97e1717cfba87264,e093db574d194c0b998f3dba1b6534a8
63,1c660638fc9547199a91eb50bf03db7e,24ab457c8c2f4ff48236fc05dd584b1c
64,51da638601484f3e87f18d47b2a1e492,2c3dc806152c47fba5fdd63f199624f2
65,f8a52d855c794456a7187417581c5ae8,ea7ec318dbbc4aea9dec42533c863d9d
66,a5c98ab5e76b4bb5a51036a2727113d9,5f11c0bab8274081a136c802ad843fee
67,3933367545834528ace5be65502144a8,a58878cb392f485a8c5f7a3c95722b5f
68,2047320ed2f645018fb557f917dae16b,bfa35b1f28754dc5809aeb4752932738
69,563644d119af41bf98f7a754b984c196,fb527ff3ae484ee8bc3a0d25d54cce9b
70,e56961bb8d9a4b6fa9bdf0ae2bc6985e,92122610e8464183ad97a3684887720f
71,0a6e06687f6f400db7f692ffb70f5717,234dab013ee14cd490e156698b3edaa2
72,f8229ed5dd204089bda5425284020b18,600d323aa481439987b1988594810906
73,d89dfad66ce940b494e66007678ba094,f1bbcb5e1fc7446e8fdf71d4e7e1d33f
74,8950cf782d794c72ad410a3f9eb497c7,21d1ab98a7354107b4e65114f413a916
75,792f794245e249adb69db8c5b7164d6f,713d158cc9884214983ab7a8e0267519
76,dd26d517605a411f82d98a61103a2a31,a0274a3296c64603b087638d01006622
77,b377445a6e244141b892efadbcc31a5b,e4041a761cc84ba2a9f972edc45548ca
78,c69b1420d9dd4b93830422f29bfb62bf,c3c145efc80b412f99101697035694d4
79,accd8e1ac2374ac0a7dbba4d54ceeab8,4424676b0d7b4aba8bc4d586bb9554af
80,4d98463f98d648caa5e3b5a3d8879eb5,8f74863edd4940bbaf11f9e978f96bff
81,54b71eacca4144868637245e58d0403f,254a065e426242e39aafb1a5860f8229
82,d74e5fe926134ce7a146708ccf75a0d7,a0f34f01a0554218a76694eab51e6125
83,d53544fd83c549a6ac2eb937fc1a3f5b,bec19691d8ed4d2b90009d2c5add1a66
84,713e47057ec345e197892c3012b7ce74,2c2359250db340b1b3ff9e82096f4f45
85,3ba14e8270a24a518058ece53ec35e86,8b499c5a02c24414b05f9fe726f59452
86,4794f8ce17954d768c46739c7df41999,d28de2d0b69d41e8b9a3019b72809515
87,7db04d5d85ee4ae8964445e57a59307f,979ece392db14ad08a99ab59cf82fa4b
88,05986c55610b41998c3314937c804e32,63053a0d0d0143cab4b7061bd7b2e0fb
89,1c337dae68bc40faab5e36e12656054d,21f1070be5cd4d6a93b4b38688fb2ecc
90,7dd73b5014b74096af3ef2b590fcc5cd,0c61358eac134f8aaee3c1af846fb1a6
91,e69277eb280447aaa21be6f9cbfa60cf,e75e6c15cec5422f8a704df8a59170f1
92,ea155035ccf74365b722ba45f0021cdc,442e64a7de0347de82e4651539b77fc7
93,32b78d2de4644f66b736c9726ccbd7d9,6f6117602512489b9ee1716e197fc768
94,f0e667286e5c4974afcbb42448644983,1a97531dead64b7eaba5d5785858ec57
95,0f2d083e601e42349896439c1f429b23,4dd4b31cd2694421bedb333c2dcfce32
96,8914287f1c564d9bb6970862f678bcdf,c44e7c1286bd4fa790dfb525a01f00bf
97,c897f1921c97467fa6482856978e2e2a,1830dc476837423ea807b929e97a89e5
98,23de324c842e4ce8b02704ecab1ba26c,f1b3d92dacba46e5865300ce1754e451
99,d7563a5080fe4f8b9154010e99bb1ea6,e5c4309f086c467895264ba08832f1dc
100,2cb592992d534a869043425e15901de3,fde28792fa1e491da23cde8a1c3099f3
101,f83274d697664b0881a6c0aaf986a4ba,62fcb82824454441aa913aee36729799
102,0cda50d778964ee5b1719015e523a35d,513701457d6047a383611a5bae499c22
103,180e59d61c1f4e8da1e94128236c497a,f4381117aacf4d71a168780c08e263b6
104,e932525052d5439c94401eda0a7aaef0,4b7c76c958d049d4bb6487eab8bc37aa
105,1ba67924fbbc4b7994cddf732158b404,6ea544a39265405891418ac3338bc58a
106,d876a3f9cbb1415982475e1a34ac476a,cd94e5e380a945ea9ed17ce4cdad2fb4
107,1771bf8d70e94810a1b182b713b06142,52fa922e08ec41c6ae1ab309b123b455
108,f30f2045f4d042b084d23ffa8b9fc025,23d438cce0334dc8815bb3d51c08d05d
109,55edf74bb2614f1a834e654aa3fde13d,164fc811bbec4c41a758d145972f8533
110,694a861ff69c4a228274525af5b491e4,ae5b64cb71164d639a5f0a6387f6c005
111,cabf0ea38859406a92dd227486c80efb,d9030ad0b14f45bd8f29dcd41feb2ef6
112,531f7880265347d3bdbb60309f085c47,b44c429bb13f498894b5510274245154
113,99181aa4b79248d6b322d7f41d7720ea,94b462aa312f4d0c92bd6655f24085f4
114,b1cc0ff5f5e749478bf5fdd6a38688ca,404e5a8ea7a242518611ad18da5486b7
115,652c66e858fe48319e3ef3c5fb97c8b9,01ab3594a50b48cd9b7b1c958d93d5b2
116,b08dec079a474cf8bfba39ce0d04d6b6,bff755d07da94a7a865826210b0d5705
117,d7a9441b56e440ceae3cb4f2d9417643,b6cddb1884cc45b1b1eaaa8f3737940f
118,b752acf9439b4b8080303a5f7d001e37,491147bf56bf4cf4a92308dd1e76f6e3
119,8755d3b5c64d468083aacc9f6dc3aacd,026e3b60ec8c4de3b61a58fd3d68c9c3
120,910bd17b2fcb4576b5cb9b53a28612ea,363b95b24fc04a688e14ca2139b44a71
121,f3d6caf035694993a9453ee206b8b4c7,3226578b394d4aa59d58ff3287f857ac
122,0506b062027e45678cf07aafb662b954,0a06fd4ba3fe432a9068741e73ecb976
123,7c5b4d8dc0f2434f8471116305a49dbe,c775baa4f7414c24a474a2a831c8ed41
124,fdbde678fff44b5a8481c98dff030ea2,d1f298a4b3b2428784b9f8b5d233c784
125,369d8b20f2b4466b9608460a6808d68b,66a07074121148b4bb7f1bb3427bda69
126,f90e41039dbf444684340aec58990628,7dc9b9ab1c144f71940a0808bfe0905a
127,6b4c855ab679466bbfbec74758a768cb,c724c20cdcaa4d0d945a42c46cd8442a
128,552090e189aa43caa37f7ec76abf957b,c4e5b6f0442b46ee8661e9db63922761
